iter	RMSE
169	12.08701313
170	12.08392932
171	12.06969953
172	12.06109784
173	12.05175009
174	12.03576925
175	12.03089446
176	12.01767989
177	12.00598312
178	11.99294105
179	11.98306678
180	11.96263108
181	11.95600415
182	11.94407153
183	11.93329888
184	11.92823546
185	11.92451615
186	11.91480965
187	11.90469199
188	11.89682981
189	11.88990034
190	11.87110045
191	11.8638985
192	11.847534
193	11.84074665
194	11.83493949
195	11.82005118
196	11.80819501
197	11.79857542
198	11.78240454
199	11.77670355
200	11.7671372
201	11.76097185
202	11.75622015
203	11.74294498
204	11.73666412
205	11.73188206
206	11.72178864
207	11.70980271
208	11.69571885
209	11.68736759
210	11.67462456
211	11.660826
212	11.65569212
213	11.64407583
214	11.63153076
215	11.62163815
216	11.60483385
217	11.58385447
218	11.57376334
219	11.56213667
220	11.54961861
221	11.54171561
222	11.53192818
223	11.51621848
224	11.50524047
225	11.49563141
226	11.48603876
227	11.47728298
228	11.46634389
229	11.46051607
230	11.45122062
231	11.44202313
232	11.43324932
233	11.42234724
234	11.41623207
235	11.39923178
236	11.38819365
237	11.37845655
238	11.36982622
239	11.36632421
240	11.35680934
241	11.34322405
242	11.3282693
243	11.3141751
244	11.30018183
245	11.28907279
246	11.28355586
247	11.27729689
248	11.26580601
249	11.26140196
250	11.2486129
251	11.23266625
252	11.22189743
253	11.21621029
254	11.21225551
255	11.20261833
256	11.19367879
257	11.17918664
258	11.16500644
259	11.15887506
260	11.15175129
261	11.14038742
262	11.13081149
263	11.12301335
264	11.11268196
265	11.10494633
266	11.09688832
267	11.08808359
268	11.08140776
269	11.07237024
270	11.06709635
271	11.05545617
272	11.04263818
273	11.03643624
274	11.02213716
275	11.00203007
276	10.99348501
277	10.9816044
278	10.96978344
279	10.95718254
280	10.94539046
281	10.93641772
282	10.92793533
283	10.91717568
284	10.91053875
285	10.89797855
286	10.89104455
287	10.88249943
288	10.86738244
289	10.85936804
290	10.85338578
291	10.84066379
292	10.82733076
293	10.81696295
294	10.80775106
295	10.80105848
296	10.79106602
297	10.78269125
298	10.76998256
299	10.75772443
300	10.74764955
301	10.73709255
302	10.72655587
303	10.71801295
304	10.70148666
305	10.69148604
306	10.67886073
307	10.66809955
308	10.65998801
309	10.65497064
310	10.64624205
311	10.63863455
312	10.63107832
313	10.61295012
314	10.60428442
315	10.59088074
316	10.58420436
317	10.57102677
318	10.56152652
319	10.55253407
320	10.54632566
321	10.53988815
322	10.52779992
323	10.51902191
324	10.51219871
325	10.50013379
326	10.49262419
327	10.48505468
328	10.48022111
329	10.47913059
330	10.47063136
331	10.46131357
332	10.45330689
333	10.44319327
334	10.4374107
335	10.42620733
336	10.41718713
337	10.40381511
338	10.39315347
339	10.38343934
340	10.37447076
341	10.36181832
342	10.35532155
343	10.34677861
344	10.33813502
345	10.32821422
346	10.32322004
347	10.31582331
348	10.31052442
349	10.30404441
350	10.29073344
351	10.27633215
352	10.26742199
353	10.26174053
354	10.25579274
355	10.24156288
356	10.23417461
357	10.22630769
358	10.21528633
359	10.20297788
360	10.19552571
361	10.19006275
362	10.18089876
363	10.1696337
364	10.16112153
365	10.15043029
366	10.14013542
367	10.12816638
368	10.11981953
369	10.11494512
370	10.10711747
371	10.0948293
372	10.07909145
373	10.06698518
374	10.06086193
375	10.05445469
376	10.04772137
377	10.04289668
378	10.0331586
379	10.02842793
380	10.01324964
381	10.00108497
382	9.98940957
383	9.979479847
384	9.969471169
385	9.96281585
386	9.955551278
387	9.942206178
388	9.932728978
389	9.919634069
390	9.911815225
391	9.901899436
392	9.889197672
393	9.883478989
394	9.877225165
395	9.869286673
396	9.855357187
397	9.84975851
398	9.837685743
399	9.829664624
400	9.817000426
401	9.804770593
402	9.796179865
403	9.788165845
404	9.779966665
405	9.769624013
406	9.766596486
407	9.761738323
408	9.749764792
409	9.743006804
410	9.738094106
411	9.730452967
412	9.722288054
413	9.718384906
414	9.712403118
415	9.702871226
416	9.699681372
417	9.695731982
418	9.690167036
419	9.684254196
420	9.677829404
421	9.674085919
422	9.670713107
423	9.663122684
424	9.657652935
425	9.651817241
426	9.643887127
427	9.638946981
428	9.632226401
429	9.623029999
430	9.615514167
431	9.605881153
432	9.602458575
433	9.590948765
434	9.590741622
435	9.583876417
436	9.579797659
437	9.57018029
438	9.562045605
439	9.558171637
440	9.547205743
441	9.53868626
442	9.530947394
443	9.519698806
444	9.509383214
445	9.499344291
446	9.489845338
447	9.489268487
448	9.478209268
449	9.468662674
450	9.460631155
451	9.450333474
452	9.442387957
453	9.433440279
454	9.424052887
455	9.419129518
456	9.417394172
457	9.417218221
458	9.407265073
459	9.39709544
460	9.384748319
461	9.378436341
462	9.370653375
463	9.365431466
464	9.355899023
465	9.355722899
466	9.349862076
467	9.348841866
468	9.342535444
469	9.338331558
470	9.325637994
471	9.324273391
472	9.315971526
473	9.314288616
474	9.305652863
475	9.297439924
476	9.290061454
477	9.278585591
478	9.265183504
479	9.256111483
480	9.247319564
481	9.238934689
482	9.231337515
483	9.225259659
484	9.216320356
485	9.207008439
486	9.202247156
487	9.196910064
488	9.18529767
489	9.177128377
490	9.172502507
491	9.168787163
492	9.165189718
493	9.155536375
494	9.14879346
495	9.142503793
496	9.137376232
497	9.1281809
498	9.116463191
499	9.112770915
500	9.103755579
501	9.096499939
502	9.087320851
503	9.075408075
504	9.062323597
505	9.05452139
506	9.045427078
507	9.03853018
508	9.034403695
509	9.025723732
510	9.013228336
511	9.007727025
512	9.001183003
513	8.994722075
514	8.985962584
515	8.979009617
516	8.973715152
517	8.96821343
518	8.962200868
519	8.955653672
520	8.950688685
521	8.941873799
522	8.938337044
523	8.934446857
524	8.924013848
525	8.918552716
526	8.913785191
527	8.909678548
528	8.906052948
529	8.897345083
530	8.891786233
531	8.885539023
532	8.877911464
533	8.872977432
534	8.870486511
535	8.86508928
536	8.861299214
537	8.856098557
538	8.847361583
539	8.843017535
540	8.838468128
541	8.832724079
542	8.822575763
543	8.819507682
544	8.816048568
545	8.808036935
546	8.804853345
547	8.794029425
548	8.78593893
549	8.780169412
550	8.768321614
551	8.762637501
552	8.754063382
553	8.748112018
554	8.739788386
555	8.736759253
556	8.728093293
557	8.723816043
558	8.715648381
559	8.707247159
560	8.705277907
561	8.700719284
562	8.691551177
563	8.686040953
564	8.680077869
565	8.673145838
566	8.668617517
567	8.660962426
568	8.655134264
569	8.645205867
570	8.64035092
571	8.634979233
572	8.623958458
573	8.617807286
574	8.61492412
575	8.609355483
576	8.605651872
577	8.601363649
578	8.595588612
579	8.590640817
580	8.58184994
581	8.572794122
582	8.567301207
583	8.560693418
584	8.548653336
585	8.540685731
586	8.537990672
587	8.529997392
588	8.521291993
589	8.513636618
590	8.507420685
591	8.499716824
592	8.491117731
593	8.478139264
594	8.468675713
595	8.463933345
596	8.454497927
597	8.444128048
598	8.440848319
599	8.435318994
600	8.428019364
601	8.417802356
602	8.410449636
603	8.402082861
604	8.39462894
605	8.387367904
606	8.380102564
607	8.379775493
608	8.372460858
609	8.36975481
610	8.36114122
611	8.355803372
612	8.346326546
613	8.337899938
614	8.331417295
615	8.328540453
616	8.318946343
617	8.312904538
618	8.308947338
619	8.303221981
620	8.301178269
621	8.296657073
622	8.295236975
623	8.290578084
624	8.284553771
625	8.274944443
626	8.2695938
627	8.265067846
628	8.256661628
629	8.256440298
630	8.251366162
631	8.244865204
632	8.24248203
633	8.232831032
634	8.22910113
635	8.22295188
636	8.216051384
637	8.209110389
638	8.208726888
639	8.207089708
640	8.198677755
641	8.192091983
642	8.189831866
643	8.18498902
644	8.175444724
645	8.173613473
646	8.16959317
647	8.165370727
648	8.161377898
649	8.152050967
650	8.141592928
651	8.136090702
652	8.129167971
653	8.12114422
654	8.114165606
655	8.107929991
656	8.100549368
657	8.100048281
658	8.092835627
659	8.085735326
660	8.07645432
661	8.069209344
662	8.060445905
663	8.0588242
664	8.049862534
665	8.04555768
666	8.041116253
667	8.03441002
668	8.024230125
669	8.020714317
670	8.015492995
671	8.0128491
672	8.009708163
673	8.00685124
674	7.999238795
675	7.993432765
676	7.985896368
677	7.982920874
678	7.974259491
679	7.9659923
680	7.960735091
681	7.951169447
682	7.945516595
683	7.93721794
684	7.930947132
685	7.924660966
686	7.915160946
687	7.908652581
688	7.905847024
689	7.900372897
690	7.897861321
691	7.891710453
692	7.889180599
693	7.879719581
694	7.872756148
695	7.864713305
696	7.859702777
697	7.854581856
698	7.847917961
699	7.84312137
700	7.834449606
701	7.828127836
702	7.826069677
703	7.820888366
704	7.817479984
705	7.816755258
706	7.816669488
707	7.810163057
708	7.807157642
709	7.801678043
710	7.792973076
711	7.786125479
712	7.776403397
713	7.769340327
714	7.762783633
715	7.755403307
716	7.75244014
717	7.745104534
718	7.740749432
719	7.73523523
720	7.730386918
721	7.72461501
722	7.722998404
723	7.720217075
724	7.712964389
725	7.706895275
726	7.698282616
727	7.696795591
728	7.694476081
729	7.687295674
730	7.681143026
731	7.675793152
732	7.673264582
733	7.666445738
734	7.662023228
735	7.659294384
736	7.656200298
737	7.651516318
738	7.644436568
739	7.640827992
740	7.638414177
741	7.629031749
742	7.622163939
743	7.619162187
744	7.613662599
745	7.613464164
746	7.60741265
747	7.602014957
748	7.595241645
749	7.59449749
750	7.587716478
751	7.584020406
752	7.581748072
753	7.573722116
754	7.567750843
755	7.565319389
756	7.565207795
757	7.55991322
758	7.554802678
759	7.550364229
760	7.544209708
761	7.543128353
762	7.539818677
763	7.535407444
764	7.533866249
765	7.529242424
766	7.521426966
767	7.515091448
768	7.509948698
769	7.503439582
770	7.501101284
771	7.496050929
772	7.49258235
773	7.491703557
774	7.484235836
775	7.480626663
776	7.474404072
777	7.474296587
778	7.47255169
779	7.46929065
780	7.461922944
781	7.458140047
782	7.449238892
783	7.445405622
784	7.438521534
785	7.433224187
786	7.427558216
787	7.423896268
788	7.420453804
789	7.417468707
790	7.410745434
791	7.4097192
792	7.407176729
793	7.403700165
794	7.401744513
795	7.399729623
796	7.389709157
797	7.383486593
798	7.378140311
799	7.37471256
800	7.36922439
801	7.364787834
802	7.360613157
803	7.356351136
804	7.348042258
805	7.344682879
806	7.340253378
807	7.337693044
808	7.331576395
809	7.327029568
810	7.319542981
811	7.316786194
812	7.310565239
813	7.31052287
814	7.303114152
815	7.296463995
816	7.294651281
817	7.285626201
818	7.2811744
819	7.274344961
820	7.266915424
821	7.264163129
822	7.258869361
823	7.253929238
824	7.250265157
825	7.24624282
826	7.244608696
827	7.238820043
828	7.236942144
829	7.232553631
830	7.227400193
831	7.220563085
832	7.21624962
833	7.210492749
834	7.20267282
835	7.197005593
836	7.191436862
837	7.191340735
838	7.183893082
839	7.1774166
840	7.172648548
841	7.167458717
842	7.163879308
843	7.162806152
844	7.156335307
845	7.153560385
846	7.148598374
847	7.135740376
848	7.131941076
849	7.125838359
850	7.121922688
851	7.116560954
852	7.114396347
853	7.110621609
854	7.105692449
855	7.098382939
856	7.095439586
857	7.090912943
858	7.082724992
859	7.082098562
860	7.076953355
861	7.072067335
862	7.066601667
863	7.061143358
864	7.056404419
865	7.055752667
866	7.049239669
867	7.041027866
868	7.033970779
869	7.026314714
870	7.021999347
871	7.019565621
872	7.016987265
873	7.014701404
874	7.012555503
875	7.012436249
876	7.009431282
877	7.005749273
878	7.002515644
879	7.000372888
880	6.995815502
881	6.989264567
882	6.987201191
883	6.984752895
884	6.983781232
885	6.982031925
886	6.978023389
887	6.974578552
888	6.967796374
889	6.9621518
890	6.955966542
891	6.953255504
892	6.948273613
893	6.943044928
894	6.938124295
895	6.933031973
896	6.927583923
897	6.921618631
898	6.913889926
899	6.90919898
900	6.90521672
901	6.900064076
902	6.895018811
903	6.888984795
904	6.884533375
905	6.879253545
906	6.878873695
907	6.873567154
908	6.871461968
909	6.865446832
910	6.857570727
911	6.853525614
912	6.850604326
913	6.841933314
914	6.834709805
915	6.829513605
916	6.828205921
917	6.826179393
918	6.823726084
919	6.818644627
920	6.814853261
921	6.81267847
922	6.809135821
923	6.804984966
924	6.7978539
925	6.79306505
926	6.791701089
927	6.789935621
928	6.788510642
929	6.779020287
930	6.773404698
931	6.769612853
932	6.76711712
933	6.764418545
934	6.76082849
935	6.756462696
936	6.75595056
937	6.751700808
938	6.748513238
939	6.743958905
940	6.739235981
941	6.737292211
942	6.730602377
943	6.725701625
944	6.720201867
945	6.718903299
946	6.713818826
947	6.712085707
948	6.709917345
949	6.703673045
950	6.698408712
951	6.690594399
952	6.688066491
953	6.683589774
954	6.681295479
955	6.678487141
956	6.67471268
957	6.672366693
958	6.666007402
959	6.66172331
960	6.657388615
961	6.654816524
962	6.648254402
963	6.646001455
964	6.644221658
965	6.640607082
966	6.638014616
967	6.635258105
968	6.630102791
969	6.628693763
970	6.62599765
971	6.620627629
972	6.61533904
973	6.60867483
974	6.605563703
975	6.60182339
976	6.59689933
977	6.594664918
978	6.58907512
979	6.587480306
980	6.582907108
981	6.580436946
982	6.575914087
983	6.564164279
984	6.557735317
985	6.556220902
986	6.551633798
987	6.545733809
988	6.542024842
989	6.536380206
990	6.530905754
991	6.527443614
992	6.523444388
993	6.523147101
994	6.515883464
995	6.514009159
996	6.508561354
997	6.506441713
998	6.500334783
999	6.499438957
